,sentiment,neg_sentiment,edit_count
2010-02-23,-0.9994946718215942,1.0,1.0
2010-02-24,-0.999487046282411,0.9999923706054688,0.9999923706054688
2010-02-25,-0.9994794284828391,0.9999847489544619,0.9999847489544619
2010-02-26,-0.9994718183647004,0.9999771349887717,0.9999771349887717
2010-02-27,-0.9994642158711265,0.9999695286515013,0.9999695286515013
2010-02-28,-0.9994566209465005,0.9999619298870054,0.9999619298870054
2010-03-01,-0.9994490335364012,0.9999543386408355,0.9999543386408355
2010-03-02,-0.9994414535875532,0.9999467548596892,0.9999467548596892
2010-03-03,-0.9994338810477787,0.9999391784913624,0.9999391784913624
2010-03-04,-0.9994263158659539,0.9999316094847052,0.9999316094847052
2010-03-05,-0.9994187579919669,0.9999240477895804,0.9999240477895804
2010-03-06,-0.9994112073766791,0.999916493356825,0.999916493356825
2010-03-07,-0.9994036639718888,0.9999089461382126,0.9999089461382126
2010-03-08,-0.9993961277302968,0.9999014060864199,0.9999014060864199
2010-03-09,-0.999388598605474,0.9998938731549945,0.9998938731549945
2010-03-10,-0.9993810765518305,0.9998863472983235,0.9998863472983235
2010-03-11,-0.9993735615245875,0.9998788284716056,0.9998788284716056
2010-03-12,-0.9993660534797493,0.9998713166308225,0.9998713166308225
2010-03-13,-0.9993585523740777,0.9998638117327144,0.9998638117327144
2010-03-14,-0.9993510581650675,0.9998563137347546,0.9998563137347546
2010-03-15,-0.999343570810923,0.999848822595126,0.999848822595126
2010-03-16,-0.9993360902705356,0.9998413382726998,0.9998413382726998
2010-03-17,-0.9993286165034637,0.9998338607270133,0.9998338607270133
2010-03-18,-0.9993211494699112,0.9998263899182507,0.9998263899182507
2010-03-19,-0.9993136891307095,0.9998189258072233,0.9998189258072233
2010-03-20,-0.9993062354472985,0.9998114683553516,0.9998114683553516
2010-03-21,-0.9992987883817093,0.9998040175246478,0.9998040175246478
2010-03-22,-0.9992913478965475,0.9997965732776982,0.9997965732776982
2010-03-23,-0.9992839139549775,0.9997891355776489,0.9997891355776489
2010-03-24,-0.9992764865207069,0.9997817043881889,0.9997817043881889
2010-03-25,-0.9992610121134422,0.9997662221573165,0.9997662221573165
2010-03-26,-0.9992449888157406,0.9997501907584975,0.9997501907584975
2010-03-27,-0.9992283777952569,0.9997335713397532,0.9997335713397532
2010-03-28,-0.9992111375482297,0.9997163223763386,0.9997163223763386
2010-03-29,-0.9991932237182432,0.9996983994894122,0.9996983994894122
2010-03-30,-0.9991745889029849,0.9996797552526959,0.9996797552526959
2010-03-31,-0.9991551824482309,0.9996603389863554,0.9996603389863554
2010-04-01,-0.9991349502282355,0.9996400965372803,0.9996400965372803
2010-04-02,-0.9991138344116626,0.9996189700448954,0.9996189700448954
2010-04-03,-0.9990917732121312,0.9995968976915818,0.9995968976915819
2010-04-04,-0.9990687006224015,0.9995738134367277,0.9995738134367278
2010-04-05,-0.9990445461311619,0.9995496467333721,0.9995496467333724
2010-04-06,-0.9990192344213192,0.9995243222263428,0.9995243222263434
2010-04-07,-0.9989926850486232,0.9994977594307178,0.999497759430719
2010-04-08,-0.998964812099391,0.9994698723893787,0.9994698723893805
2010-04-09,-0.9989355238260234,0.9994405693083395,0.9994405693083426
2010-04-10,-0.9989047222589187,0.9994097521684675,0.9994097521684726
2010-04-11,-0.9988723027933205,0.99937731631212,0.9993773163121282
2010-04-12,-0.9988381537495362,0.9993431500031414,0.9993431500031548
2010-04-13,-0.9988021559048789,0.9993071339585686,0.9993071339585898
2010-04-14,-0.9987641819955848,0.999269140850297,0.9992691408503303
2010-04-15,-0.9987240961868598,0.9992290347748576,0.9992290347749088
2010-04-16,-0.9986817535090916,0.9991866706893471,0.9991866706894253
2010-04-17,-0.9986369992581664,0.9991418938114387,0.9991418938115569
2010-04-18,-0.9985896683576884,0.9990945389812821,0.9990945389814592
2010-04-19,-0.9985395846807947,0.9990444299829739,0.9990444299832362
2010-04-20,-0.9984865603291073,0.9989913788231479,0.9989913788235325
2010-04-21,-0.9984303948662375,0.9989351849640905,0.9989351849646496
2010-04-22,-0.9983708745030991,0.9988756345086452,0.9988756345094512
2010-04-23,-0.9983077712321399,0.9988124993340065,0.9988124993351588
2010-04-24,-0.9982414128142366,0.998746107366794,0.9987461073684288
2010-04-25,-0.9981716189504184,0.998676278216923,0.9986762782192249
2010-04-26,-0.9980982003489223,0.9986028224969843,0.9986028225002026
2010-04-27,-0.9980209583614476,0.9985255414583182,0.9985255414627866
2010-04-28,-0.997939684612567,0.9984442266202435,0.9984442266264071
2010-04-29,-0.9978541606230295,0.9983586593931756,0.9983586594016238
2010-04-30,-0.9977641574277953,0.9982686106964784,0.9982686107079876
2010-05-01,-0.9976694351897915,0.9981738405720322,0.9981738405876198
2010-05-02,-0.9975697428105043,0.9980740977946423,0.998074097815635
2010-05-03,-0.9974648175386933,0.9979691194805717,0.9979691195086903
2010-05-04,-0.997354384578679,0.9978586306956464,0.9978586307331132
2010-05-05,-0.9972381566998386,0.9977423440645806,0.9977423441142518
2010-05-06,-0.9971158338491579,0.9976199593833568,0.9976199594488868
2010-05-07,-0.9969871027688929,0.9974911632367297,0.9974911633227761
2010-05-08,-0.9968516366216499,0.9973556286231577,0.9973556287356303
2010-05-09,-0.9967090946254381,0.9972130145897202,0.997213014736089
2010-05-10,-0.9965591217015397,0.9970629658798683,0.997062966069539
2010-05-11,-0.9964013481383382,0.9969051125971554,0.9969051128419274
2010-05-12,-0.9962353892745808,0.9967390698884235,0.996739070203045
2010-05-13,-0.9960608452058975,0.9965644376502764,0.9965644380531181
2010-05-14,-0.9958773005187893,0.996380800263052,0.9963808007769195
2010-05-15,-0.9956843240567012,0.9961877263569202,0.9961877270100321
2010-05-16,-0.9954814687232444,0.9959847686151744,0.9959847694423358
2010-05-17,-0.9952682713281072,0.9957714636202613,0.9957714646642697
2010-05-18,-0.9950442524817065,0.9955473317486114,0.995547333061934
2010-05-19,-0.9948089165451777,0.9953118771208772,0.9953118787676491
2010-05-20,-0.9945617516429004,0.9950645876147812,0.9950645896731783
2010-05-21,-0.9943022297453802,0.994804934948411,0.9948049375134624
2010-05-22,-0.9940298068309927,0.994532374842475,0.9945323780293865
2010-05-23,-0.9937439231358193,0.9942463472707634,0.9942463512188385
2010-05-24,-0.9934439631835041,0.9939462364703736,0.9939462413476263
2010-05-25,-0.9931292882433712,0.9936314034169028,0.9936314094254743
2010-05-26,-0.9927992357771164,0.9933011852716274,0.993301192654132
2010-05-27,-0.9924531188933059,0.9929548948366035,0.9929549038835488
2010-05-28,-0.99209022581119,0.9925918200192183,0.9925918310776611
2010-05-29,-0.9917098193353674,0.9922112233077421,0.9922112367913696
2010-05-30,-0.9913111363428515,0.9918123412594475,0.9918123576602923
2010-05-31,-0.9908933872840816,0.9913943840028661,0.9913944039048953
2010-06-01,-0.9904557556994102,0.9909565347557302,0.9909565588505791
2010-06-02,-0.9899973977525675,0.9904979493601277,0.9904979784652815
2010-06-03,-0.9895174417825445,0.9900177558363382,0.9900177909161083
2010-06-04,-0.9890149878752741,0.9895150539567569,0.9895150961464351
2010-06-05,-0.9884891074563793,0.9889889148412084,0.9889889654748357
2010-06-06,-0.9879388429061454,0.98843838057484,0.9884384412170762
2010-06-07,-0.9873632071977071,0.987862463849623,0.9878625363322614
2010-06-08,-0.9867611835592629,0.9872601476303107,0.9872602340940485
2010-06-09,-0.9861317251608932,0.9866303848454775,0.9866304877876219
2010-06-10,-0.9854737548263024,0.9859720981039979,0.9859722204328646
2010-06-11,-0.9847861647694842,0.9852841794370164,0.985284324533868
2010-06-12,-0.9840678163559506,0.9845654900651016,0.9845656618545602
2010-06-13,-0.9833175398877507,0.9838148601898619,0.9838150632198378
2010-06-14,-0.9825341344110227,0.9830310888088267,0.983031328341118
2010-06-15,-0.9817163675442868,0.982212943551861,0.982213225664698
2010-06-16,-0.9808629753250659,0.9813591605367663,0.9813594922407137
2010-06-17,-0.9799726620717367,0.9804684442410373,0.9804688336098065
2010-06-18,-0.9790441002567287,0.9795394673859639,0.9795399237038533
2010-06-19,-0.9780759303863287,0.9785708708284105,0.9785714047562603
2010-06-20,-0.9770667608813738,0.977561263454635,0.9775618872163643
2010-06-21,-0.9760151679520411,0.9765092220694327,0.9765099496614422
2010-06-22,-0.9749196954587517,0.9754132912727117,0.9754141386986335
2010-06-23,-0.9737788575814557,0.9742719861472796,0.974272971680808
2010-06-24,-0.9725911393938789,0.9730837928520409,0.9730849373308186
2010-06-25,-0.9713549975201062,0.9718471692991743,0.971848496452985
2010-06-26,-0.9700688608760858,0.970560545917977,0.9705620827347836
2010-06-27,-0.9687311314985266,0.9692223265079539,0.969224103641633
2010-06-28,-0.9673401854635572,0.967830889183616,0.9678329414075715
2010-06-29,-0.9658943738973709,0.9663845874133306,0.9663869541245238
2010-06-30,-0.9643920240809681,0.9648817511544296,0.9648844769327387
2010-07-01,-0.9628314406509464,0.9633206880866426,0.9633238233148653
